timestamp,matrix_size,sparsity,num_mults,processes,repeats,n_ok,n_fail,rc_last,csr_build_serial_s_mean,data_send_time_s_mean,parallel_build_s_mean,parallel_send_s_mean,parallel_malloc_s_mean,parallel_compute_s_mean,dense_mult_serial_s_mean,dense_mult_parallel_s_mean,csr_mult_serial_s_mean,csr_mult_parallel_s_mean,dense_csr_speedup_p_mean,dense_csr_speedup_s_mean,dense_speedup_s_mean,csr_speedup_s_mean,csr_build_serial_s_std,data_send_time_s_std,parallel_build_s_std,parallel_send_s_std,parallel_malloc_s_std,parallel_compute_s_std,dense_mult_serial_s_std,dense_mult_parallel_s_std,csr_mult_serial_s_std,csr_mult_parallel_s_std,dense_csr_speedup_p_std,dense_csr_speedup_s_std,dense_speedup_s_std,csr_speedup_s_std
2026-01-16T02:35:46,1000,0.0,1,1,3,3,0,0,0.011458666666666667,0.010039000000000001,0.011458666666666667,0.010039000000000001,3.6666666666666666e-06,0.000408,0.000767,0.0031213333333333336,0.000893,0.022481333333333336,0.14,0.8586666666666667,1.8786666666666665,0.9503333333333334,0.002115518218624773,0.0005478877622287252,0.002115518218624773,0.0005478877622287252,1.1547005383792518e-06,9.999999999999972e-07,1.0583005244258332e-05,1.607275126832168e-05,1.153256259467079e-05,0.002623304468286771,0.016,0.011930353445448865,0.025423086620891138,0.010598742063723106
2026-01-16T02:35:50,1000,0.0,1,2,3,3,0,0,0.012555000000000002,0.06356366666666667,0.012555000000000002,0.06356366666666667,2.333333333333333e-06,0.014858666666666668,0.0007070000000000001,0.021039333333333337,0.0008870000000000001,0.07742766666666666,0.272,0.797,0.04766666666666667,1.3013333333333332,0.0012789480051980224,0.000530254970116574,0.0012789480051980224,0.000530254970116574,5.773502691896259e-07,0.0008432451205511557,4.026164427839482e-05,0.00011160794475902443,3.061045573002797e-05,0.0012648297645664924,0.004358898943540678,0.036428011200173936,0.004041451884327384,0.1284419453813019
2026-01-16T02:35:54,1000,0.0,1,4,3,3,0,0,0.013027333333333333,0.09150566666666667,0.013027333333333333,0.09150566666666667,2.333333333333333e-06,0.028477666666666665,0.0007746666666666667,0.04142966666666667,0.000892,0.105673,0.39200000000000007,0.8693333333333334,0.027,1.7033333333333331,0.0003962377232588199,0.000896808415066084,0.0003962377232588199,0.000896808415066084,5.773502691896259e-07,0.00014646615081080413,2.615976554431122e-05,0.00046391522214013524,4.340506882842143e-05,0.0012429271901442979,0.004358898943540678,0.023180451534284965,0.0010000000000000009,0.10710897877084505
2026-01-16T02:35:59,1000,0.0,1,8,3,3,0,0,0.012898333333333333,0.10489266666666668,0.012898333333333333,0.10489266666666668,7.333333333333333e-06,0.028923,0.000748,0.050612333333333336,0.0009069999999999999,0.11938766666666667,0.424,0.827,0.026,1.5106666666666666,0.0004275772834626892,0.0028647464692941518,0.0004275772834626892,0.0028647464692941518,6.6583281184793935e-06,0.0023968087115996575,2.17025344142107e-05,0.002527508720723498,6.0232881385502406e-05,0.002881696086219592,0.013076696830622032,0.05452522352086233,0.0017320508075688767,0.24530049599080167
2026-01-16T02:36:03,1000,0.0,5,1,3,3,0,0,0.010134666666666667,0.008864,0.010134666666666667,0.008864,2.333333333333333e-06,0.0016066666666666666,0.0031116666666666667,0.004040666666666667,0.004142333333333334,0.023390666666666667,0.17566666666666667,0.751,1.938,0.9563333333333333,0.001936400354609897,0.0017966293440774034,0.001936400354609897,0.0017966293440774034,5.773502691896259e-07,5.468394036034105e-05,4.671545069174996e-05,0.00017370185184198032,3.1374086972107055e-05,0.004024428572273749,0.02627419519858473,0.005291502622129186,0.041000000000000036,0.07256950691119057
2026-01-16T02:36:08,1000,0.0,5,2,3,3,0,0,0.011539,0.06301433333333334,0.011539,0.06301433333333334,2.333333333333333e-06,0.015422666666666666,0.0031446666666666667,0.02188966666666667,0.004174666666666667,0.077875,0.2813333333333334,0.7533333333333334,0.20433333333333334,1.5040000000000002,0.003985457690153039,0.0007306465173620811,0.003985457690153039,0.0007306465173620811,5.773502691896259e-07,0.0006808945096953969,3.572580766523456e-05,0.00011950453268948909,4.705670338361307e-05,0.004722045213675951,0.016289055630494136,0.01692138686199609,0.010598742063723092,0.037322915213043005
2026-01-16T02:36:12,1000,0.0,5,4,3,3,0,0,0.013243999999999999,0.09164233333333334,0.013243999999999999,0.09164233333333334,9.333333333333333e-06,0.028145000000000003,0.0031506666666666666,0.04221566666666667,0.004208333333333334,0.10795733333333334,0.3913333333333333,0.7486666666666667,0.11499999999999999,1.749666666666667,0.0005862840608442295,0.00047250008818341396,0.0005862840608442295,0.00047250008818341396,7.094598884597587e-06,0.005484168852250996,6.957250414735212e-05,0.0016195049655167253,1.1372481406154715e-05,0.00013915578799796,0.015011106998930284,0.016862186493255667,0.022271057451320093,0.04891148467725484
2026-01-16T02:36:17,1000,0.0,5,8,3,3,0,0,0.010513333333333333,0.104914,0.010513333333333333,0.104914,7.000000000000001e-06,0.026241333333333335,0.0031483333333333333,0.049292333333333334,0.004202666666666666,0.11852700000000001,0.4163333333333334,0.7493333333333333,0.12,1.907333333333333,0.003650700252462989,0.0027957317467883084,0.003650700252462989,0.0027957317467883084,6.928203230275509e-06,0.0013470773301237507,5.8192210246160394e-05,0.00042011942746477836,5.25007936447949e-05,0.005139388776887773,0.017785762095938785,0.004932882862316252,0.007810249675906654,0.05976899976855341
2026-01-16T02:36:21,1000,0.0,10,1,3,3,0,0,0.010840999999999998,0.009219,0.010840999999999998,0.009219,2.6666666666666664e-06,0.0030413333333333334,0.005944666666666667,0.005402333333333333,0.008378333333333333,0.028469666666666667,0.19033333333333333,0.7096666666666667,1.9576666666666667,1.0036666666666667,0.0007456855905809103,0.0013376131727820266,0.0007456855905809103,0.0013376131727820266,5.773502691896259e-07,0.00016793252613276944,5.107184482014826e-05,0.00023288695397839137,8.891194145520316e-05,0.002541194666556132,0.013051181300301258,0.001527525231651948,0.08866979944340311,0.05244362052083493
2026-01-16T02:36:25,1000,0.0,10,2,3,3,0,0,0.012453666666666668,0.06323466666666666,0.012453666666666668,0.06323466666666666,2.333333333333333e-06,0.017512666666666666,0.006085333333333334,0.02338533333333333,0.008232333333333333,0.08146433333333335,0.287,0.7393333333333333,0.3473333333333333,1.5873333333333335,0.0011630633402069436,0.0009115768389627539,0.0011630633402069436,0.0009115768389627539,5.773502691896259e-07,0.00031056453972295816,5.036202272877198e-05,0.0003535906295892651,3.066485501895164e-05,0.0006196461355752459,0.005196152422706636,0.0050332229568471705,0.00723417813807021,0.04400378771575621
